Tweet,Nilai,,
"@Indianandabori1 @HKrassenstein @realDonaldTrump @nytimes @FoxNews @MohamedBinZayed @jokowi @mohmahfudmd @RTErdogan @jack @Pontifex @fadlizon @edo751945 @SadhguruJV @Likud_Party @GOP @Mike_Pence @narendramodi @BarackObama @GenFlynn @GiuseppeConteIT @body2177 @tbutterflygirl @SpeakerPelosi @HillaryClinton @IlhanMN @lsarsour @RepRashida @BillGates @tomhanks @BillClinton @SecPompeo @ladygaga @TheBlueHouseENG @KarbofosnyjDyh @GretaThunberg @YoanaAline @ProfKlausSchwab @George_Friedman @NatRothschild1 @mama @DalaiLama @Google @KPK_RI @finkd @Hilmi28 Babi haram + judi haram + riba haram + korupsi juga haram .... , Jadi idul fitri aslinya menang pertempuran ( soal vaksin ) tapi buat rakyat jadi hari libur nasional dan perlu kue atau makanan , itu saja ....",,,
"@_masjulia @acapwho @marcospopeyj Ya kalau ada akses kemudahan tu, betul lah.. sy pun setuju. Sy pn tweet hrp kerajaan perluaskan lg tmpt utk vaksin bg golongan pndlman.

Tp klau ayat masa pru boleh msk kmpung2, skrg taknak tu x kena, sbb yg akn msuk situasi skrg bkn ahli politik tp doktor.",,,
"Meskipun sudah di Vaksin, harus tetap terapkan prokes 5M https://t.co/92gkS0bloV",,,
"@aliyajauhar as i know , vaksin ni untuk melawan covid-19 dalam badan . kalau terjangkiti pun , kesan covid-19 tu tak teruk sangat berbanding orang yang tak vaksin . bergantung antibodi seseorang",,,
@flwrsxB Baru stalk ig dia.. Dia ni mmg sengaja takutkan org atau dia share side effect dia selepas vaksin? Dia mmg betul dpt side effect tu selepas vaksin atau dia mereka2 cerita?,,,
"@lelehotsaucepc udah di vaksin tetep bisa kena dinee, termasuk vaksin covid juga walaupun udah vaksin tetep bisa kenaa",,,
"Presiden Perancis, Emmanuel Macron menyerukan AS untuk mencabut pembatasan ekspor vaksin Covid-19 agar kebutuhan global terpenuhi cepat. https://t.co/bC57kcGBds",,,
@BungaAmaliaaa Alhamdulilah ud vaksin pertama hihihi,Percaya,,
"Ada yang masih bingung tentang info Covid-19 atau vaksin gitu?

Ada info penting nih, cek aja deh di https://t.co/h8C0RXz93k banyak info terbaru tuh tentang covid dari KPC PEN
@Pramuka_Jateng 
@sakamilenial
@lawancovid19_id 
@donnybu
#DutaHumas #PanduCitraloka #PramukaJateng https://t.co/jW8sIDVngG",,,
Lho ya nyuruh orang vaksin kok orang yang aware sama social distancing malah hah heh hah heh hah hoh emosi gue baca chatnya wkwk udah gitu ga sopan banget padahal kurir jelas ngasih tau baik-baik DAN memang kalau peraturan restricted area di beberapa daerah kan masih berlaku,,,
Duit JASA tu bolehlah fokus untuk expand lagi vaksin awareness. Masuk ceruk2 kampung bagi penerangan. Bukan pakai duit tu buat lagu PN. 💩 https://t.co/f5gJZsOXwr,,,
@arifbsantoso Naik kereta cobain genose ya hehe atau cukup kartu vaksin saya ?,,,
Makin xkaya. So xboleh flex duit and vacation and vaksin nanti. https://t.co/dw8zPiLLOA,,,
"Kelar vaksin, disapa satpam kampus sebelah ""hati-hati di jalan ya dek""
😂😂😂",,,
@IrKhairilNizam Bagus kau rencanakan sumbangan  cemana pembahagian vaksin lebih cepat kepada orang orang kampunglah di Malaysia nilah!!!,,,
Oooo cucuk vaksin takut. Cucuk dadah ke bulan elok pulak,,,
"Sebanyak 1,389 juta dosis vaksin siap pakai AstraZeneca dari Covax Facility kembali tiba di Tanah Air, Sabtu, 8 Mei 2021. Secara keseluruhan, kedatangan vaksin merupakan kedatangan tahap ke-12 yg tiba di Soeta, menggunakan pesawat Qatar Airways, ujar Menlu Retno Marsudi.
@jokowi https://t.co/m4uXWeaeh4",,,
Bila br dapat vaksin belum ada heart immunity... Semua sektor da buka... Mcm mn gaya nya tu? 🤔 https://t.co/BceL1rvXPO,,,
@fmtoday Kau dah amik vaksin boleh la suruh orang cuba perubatan tradisional. Nate harom.,,,
"Walaupun ada informasi ttg mutan-mutan yg berkeliaran di suatu wilayah, apakah @PemkotPalembang atau masyarakat nya peduli? Yg dibutuhkan sekarang itu ""National Leadership"" dlm pengendalian pandemi. Itu vaksin yg kita butuhkan, pak @jokowi . Tidak bisa ditangani secara ad-hoc. https://t.co/dji2mdgVR2",,,
Setuju. Umur mak ayah kita pun mkin tua. Umur kita pun mkin tua. Kita kene cepatkan vaksin. Should be our gov speed up the process. Takkan sampai next year raya pun nak mcm ni lgii. https://t.co/pq6HxS0CIr,,,
"Terdapat beberapa kandungan dalam vaksin COVID-19 yang anda perlu tahu.

#KitaAkanMenang
#KomunikasiKita
#JabatanPenerangan 
#PerlisMaju https://t.co/RBqkA7alDW",,,
"hari ini vaksin pake baju yg ada gambarnya biasku, perawat nya yg nyuntik ternyata anak raikantopeni juga😂 doi tanya, ""mba suka thailand ya?"" wkwk baru kali ini ketemu orang random sefrekuensi",,,
udah vaksin pertama..astra zeneca.,,,
@Aswicahyono @EvanLaksmana Yg juga menarik ada bbrp org yg menolak vaksin dgn alasan efikasi/efek samping tp org yg sama jg kurang peduli prokes dan undermine risk covid. Jd ada bias dlm risk assessment. Ini mgkn mirip2 dgn loss aversion ya.,,,
"Orang bermain tidak benar pada vaksin membuat orang sengsara pasti akan kena karma atau tabur tuai.Sama seperti korupsi apapun selalu bermasalah baik kesehatan,keluarga, barang,uang,pekerjaan yg dibuat oleh oknum",,,
Tahukah Kalian Kenapa Vaksin selalu bermasalah baik dalam maupun luar negeri ini disebabkan Tuhan Yesus tidak akan memberkati dan akan menunjukan kebenaran melalui sgl masalah..Apabila diberkati oleh Tuhan Yesus pasti tidak akan ada masalah.,,,
@serenadepeachy nahh wkwkw mana semalem agak dingin hahahha kalo yg kemaren grgr gue abis vaksin,,,
"@HausofHilton @hasnulamry_ tapi alhamdulilah. orang takkan percaya cerita macam ni, orang lebih suka dengar. ""jiran belakang rumah saya punya pakcik meninggal masa vaksin. VAKSIN AGENDA YAHUDI"" maka itu la realiti rakyat malaysia",,,
Ikut vaksin ga ya :( ih demi gue takut wkwkwk,Tidak Percaya,,
Eh. I salah faham la sebenarnya. Rupanya my dad kena cucuk vaksin besok tu. Bukan pelincir lutut yarabbi. Hahahaha i salah dengar ish ish ish. Tapi kenapa nama mama  i tak naik sekali? Hmmm,,,
haha terhibur ngn pakcik nk cucuk vaksin ni dia baca no ic pastu OVER 🤣 haha kiot,,,
@sirkulangka17 @f4kr0ls00d @DGHisham Ko udah ngape pulak yg masuk icu tu sbb vaksin. Tu sbb covid la. Ko tu jgn buat main2 dgn covid ni. Kang kene kat batang hidung sampai masuk icu n time tu takde katil baru tau.,,,
"SEBANYAK 1, 389 juta Dosis vaksin astraZeneca siap pakai kembali Tiba Di 🇮🇩 INDONESIA 🇮🇩
......
.
..
...
#UUCiptaKerjaPerkuatNKRI 
#UUCiptaKerjaPerkuatNKRI https://t.co/IrWbC1t6pa",,,
"#UUCiptaKerjaPerkuatNKRI
1, 389 dosis vaksin astrazeneca siap pakai tiba di Indonesia 🇮🇩
#UUCiptaKerjaPerkuatNKRI https://t.co/QOr1yuqD8J",,,
"Vaksin sinovac kelar, skrg diwajibkan lg vaksin gotong royong. Kalo aja yg udah vaksin punya privilege bebas kemana², aing jabanin semua vaksin dah",,,
HECK MY MAMA USED ENGLISH ON DAILY OCCASION YET ORG TUA NI DEGIL TAKNAK DGR CKP PSL VAKSIN,,,
@BBCIndonesia Akhirnya kalau gak diberi penjelasan WHO itu tidak paham paham. Untuk uji klinis VAKSIN SINOVAC di Indonesia banyak. Tenaga medis menggunakan SINOVAC.,,,
Nyah frontliners pun ada yang tak dapat lagi. Cikgu-cikgi yang lagi layak dapat vaksin awal pun still kena tunggu turn. https://t.co/yZOGd0ZLUP,,,
@501Awani @IsmailSabri60 So kalau nak pergi cucuk vaksin nnt kena ada surat polis ke tak? And peneman pun kena ada surat polis ke tak? Pls answer. Thanks @Khairykj @JKJAVMY,,,
vaksin kedua sakit bgt anj,,,
@Lisaamartatara4 @LaNyallaMM1 Masih jualan vaksin palsu gk bu?,,,
"#bandartogelonline #bocorantogel #angkajitu #prediksitogel #partaidemokrat  #banjirbekasi #Vaksin  #baimwong #lowongankerja #kapalselamhilang #KapalSelam  #Ramazan #puasa #Ramadan #tisyaerni #sule  #pengeluarantogel #syairnagamas #syairpandawa
LINK DAFTAR
https://t.co/l1kJJBMSnE https://t.co/RRYoP9SBKY",,,
Eh bukan KJ kata vaksin industri belum roll out? https://t.co/ccndtjz6LQ,,,
abang gua sama mak gua tepar anjir kemarin habis vaksin 😣,,,
"Mati vaksin = mati sakit jantung
Mati sakit jantung = mati covid
Cucuk vaksin = PKP
Tak cucuk vaksin = PKP",,,
Pusing banget dengerin org-org bahas ga percaya vaksin sama covid dahlah serah capek w jelasin nya,,,
habis vaksin efek sampingnya kek gini ye anjrrot.),,,
"Jokowi: Kita Harus Bersama Akhiri Covid-19, Rakyat Patuhi Prokes dan Pemerintah Upayakan Vaksin https://t.co/n3fwLhwUYe",,,
Msh aja ada orang yg percaya kl vaksin sm alat swab isi chip. Kleng... Emang ne ci orang penting nah??? Sing ada sing nak memata2i pengangguran &amp; sing ngelah pis 😄,,,
badan anget 🤒 kayaknya efek vaksin.,,,
Masih ada makcik2 forward news vaksin ada babi 🤦🏻‍♂️,,,
@nadialukmanh Ambillah cuti @izzuddinlukman . Kata untuk vaksin. Selalunya ada je slot kosong org cancel/tak dtg at the end of the day,,,
"@abahiyanfikri @drpriono1 seperti naik motor tidak pakai helm saat berkendara dan kemudian terjadi kecelakaan dia mengalamai cedera parah, Vaksin ini ibarat helm tetap berisiko kecelakaan 
Setidaknya dari sekian banyak kasus kematian karena kecelakaan ringan diminimalisir karena penggunaan vaksin.",,,
"Before pKp 3.0 dah ada pkp 2.0 tp lepas pkp 2.0 cepat sgt nk buka semua sektor, batalkan wfh &amp; buka sekolah disaat program vaksin masih tak bermula(masih gagal beri 150k laptop yg dijanjikan). &amp; skrg akhirnya kita kembali kpd situasi asal. Masih rakyat yg salah? https://t.co/BFzNyipos0",,,
Laa yang jammed sampai 4 jam tu dari shah alam ke aku dari balakong macam takde hal je….. aku dah siap2 k vaksin aku 230 kot for once please la kerajaan jangan menyusahkan aku boleh tak,,,
"@inayahhilya @GTMezzomik 

Sangat disayangkan padahal teman-teman saya yang kader KAMMI ketika masih ngampus dulu adalah aktivis anti-vaksin keras.

Ketika jadi kader partai terutama PKS mereka malah mingkem soal ini.

Why?",,,
Kita bawa mak kita pergi vaksin nii,,,
Semua bakal haji diharapkan dpt mendaftarkan maklumat diri di Apps @my_sejahtera utk memudahkan pengurusan pemberian vaksin #COVID19,,,
@nurulfarahhanis Ooo aku rasa ada kena mengena dgn kes vaksin yg depa dpt tu la.,,,
@mawarduri_ @CHlNGCAU Just tunjuk my sejahtera appointment vaksin,,,
"@Petronas economic frontliners. if org offshore, chemical plant tak kena vaksin, ingat mana negara nak dpt duit? platform gas shutdown, mana korg nak dpt letrik? guna otak dulu",,,
"Lah ternyata di Amerika juga sama, bikin konser vaksin trus dihadiri orang rame hahaha",,,
@mimimarinajaaf1 Alasan dah vaksin kot...,,,
"Dorong Kesetaraan Akses, Menlu Retno: Indonesia Dukung Penghapusan Hak Paten Vaksin Covid-19 https://t.co/lASeYN8d1c https://t.co/U4SFLcrRaK",,,
"Mne pergi Tan Sri Muhyddin Yassin ni?? Senyap membisu je.. Dah mati sbb vaksin atau tgh syok hayun btg golf.. Kalo ada lagi, buat la pengumuman bantuan atau doa selamat.. Kot2 bleh tenang sikit jiwan yg resah pasal kes covid ni",,,
"@EvanLaksmana bisa empiris dan relevan untuk kebijakan fasilitas kesehatan ya. kek vaksin, dr survey2 orang bukannya menolak tapi ragu thd efikasi dan efek samping (persepsi). apalagi kl fasilitas kesehatan buruk. kl kena efek samping kan berat",,,
"🇮🇩 IndoneSia dorong kesetaraan akses VAKSIN bagi semua negara
......
.
..
...
#UUCiptaKerjaPerkuatNKRI 
#UUCiptaKerjaPerkuatNKRI https://t.co/vp72aPWebs",Percaya,,
Kalau dah cukup complete dua dos vaksin boleh rentas negeri ke?,,,
@SinarOnline @KKMPutrajaya @DrAdhamBaba Ramai yang mendaftar untuk vaksin di mysejahtera tapi belum terima vaksin. Bila nak sampai vaksin ni,,,
"#UUCiptaKerjaPerkuatNKRI
🇮🇩Indonesia dorong kesetaraan akses vaksin covid19 bagi semua negara 
#UUCiptaKerjaPerkuatNKRI https://t.co/fAOtK3wjTd",,,
@parisbmws @aasrymuhammad Hurmm....tahun depan pun lom tentu aku dpt vaksin ni....adoi,,,
"Hakikatnya..kite dh nak masuk pkp 3.0..bilion keluar utk vaksin..ekonomi makin teruk. Rakyat ditindas..parlimen darurat
#KerajaaanGagal https://t.co/SQ1gNwD1d1",,,
@lupi969 @elonmusk nggoreng vaksin besok🤣,,,
"@hazemanhuzir Ada 2 dos vaksin pun kena dok umah pkp. Budak pamda, grabfood, lalamove relak je tak jab vaksin pun kl-genting hantar barang. Huhuhuhu",,,
"Time tadak vaksin dok tunggu vaksin ada, time ada vaksin tak dapat dapat lagi. Lemah",,,
"LAGU   ,  

CORONA  BUNUH  JUTAAN  ORANG

JANGAN MUDIK , Wajib Vaksin, Wajib Protokol Kesehatan 

https://t.co/dP2Doe3uYt https://t.co/sf5SVrzCpc",,,
"Kamu udah vaksin belum?
Jangan takut divaksin. Yuk dengerin penjelasan dari kak @miftahuzzakiyah di Podcast Bincang Muslimah

https://t.co/VmjdcxoVdi

#Vaksin #Vaksincovid19 #Jangantakutdivaksin",,,
@tulunsokit Sampai sekarang tak dengar lanjutan kes istana pi ambik vaksin haram..,,,
"@KompasTV LAGU   ,  

CORONA  BUNUH  JUTAAN  ORANG

JANGAN MUDIK , Wajib Vaksin, Wajib Protokol Kesehatan 

https://t.co/dP2Doe3uYt",,,
"@CNNIndonesia Amerika gak mau ekspor vaksin corona di tengah keadaan begini kok netijen gak ada komen apa2 ya ?
Oh iya , di Indonesia mah kalo soal china ya baru ribut 🤣",,,
"Indonesia kembali mendapatkan tambahan dosis vaksin AstraZeneca sebanyak 1,3 juta dosis. Tambahan itu membuat Indonesia sudah mengamankan 75,9 juta dosis vaksin corona. #kumparanNews https://t.co/AkfXAQqXOO",Percaya,,
"G klinik untuk vaksin pastu ada SN yg jaga kita masa dekat dalam ward haritu

""tihahhhhhhh, bakpoooo sehat sangat niiiii. Berat naik ko tihah""",,,
Bakal Haji tahun 2021 DIWAJIBKAN mengambil vaksin #COVID19 - TH,,,
@yanakhairuddin Stress nak fahamkan mak dan ayah untuk daftar vaksin. Dari mana la dorang baca info mengarut sampai tak nak vaksin.,,,
@zahiruddinz Awat bukan warganegara dpt vaksin awai pada warganegara. Ini tidak adil @luno_25,,,
Sedihnya tengok orang orang tua dari perkampungan yg terlalu dalam terpaksa berjalan jauh gila macamni utk dptkan vaksin....ni mesti baru suntikan pertama...nnti kena patah balik lagi.... https://t.co/7GIOKAFQdB,,,
"CEO Pfizer, Albert Boula memberi amaran bahawa pengecualian hak harta intelektual vaksin bakal mengundang pelbagai masalah

Dakwa keberkesanan &amp; keselamatan vaksin mungkin bakal dikompromi apabila entiti lain mengeluarkan vaksin tersebut

Telegram : https://t.co/ZizoHSYVcd https://t.co/Ex2nYOn6DS",,,
"@InjangNation Kahkah handle covid pun gagal. Vaksin pun lembab dan nampak gagal juga. Buat mco separuh masak dan kes tak menurun pun, makin naik. Tiba2 keluar buku. Betul2 gagal kerajaan syok sendiri ni.",,,
"Agen perjalanan di Thailand menjual paket ""wisata vaksin"" virus corona ke Amerika Serikat. Ide ini tercetus karena beberapa orang kaya Thailand mulai tidak sabar menunggu vaksinasi massal. Apa saja fasilitas dari wisata ini? Selengkapnya di #CNNIndonesia 
https://t.co/vzdin77mO3",Percaya,,
"Agen perjalanan di Thailand menjual paket ""wisata vaksin"" virus corona ke Amerika Serikat. Ide ini tercetus karena beberapa orang kaya Thailand mulai tidak sabar menunggu vaksinasi massal. Apa saja fasilitas dari wisata ini? #detikntwork 

https://t.co/2ULgI4p2mQ",Percaya,,
@hatiprempuan @alibaba43212 @azmanrocks x amik vaksin bukan bermakna bodoh sgt ...bukan tolol snpai nak merisikokan org2 lain...kalau rasa2 kena covid dn ada simptom like xde rasa..sakit kepala teruk.. demam..sakit tekak...hilang deria bau..so xkan nak bebas mcm biasa...pandai2 la kuarantin kendiri.. adoii,,,
"Mak cakap kawan2 kat surau dia kata macam2 pasal vaksin. My solution:

""Jangan pergi surau""",,,
@KemensetnegRI utk apa vaksin walo terampuh pun jk. kbijakn nya malah mendatangkan dg mmbuka bebas  dan mmberi vasilitas sumber virus masuk..bandara dan plabuhan stop tka cui..,,,
@sirkulangka17 @MunirDarussalam @marcaqil @f4kr0ls00d @DGHisham Mcm mana kat amerika dgn uk bang? Depa pon dah ramai vaksin,,,
"Maklumat salah pasal vaksin &amp; Covid19

Tiada penjelasan dan rasional tentang SOP

SOP asyik bertukar sampai tidak lagi ‘standard’

Teladan buruk dari VVIP dan social influencers

Rakyat sudah fatigue 

Negara seperti belayar tanpa nakhoda. Mana abahcow?",,,
Acara vaksin di Grand City Surabaya udah dibuka lagi belum sih? 🥲,,,
"@parisbmws Tiga bulan vaksin baru 660K tak sampai sejuta. Msia ada 32 juta penduduk. Perlu 90 bulan atau 7 tahun lebih nak habis vaksinkan seluruh rakyat, tak masuk pekerja asing di Msia yg dekat 6 juta. Baik develop vaksin sendiri pun sempat.",,,
@aidilarazak Guru sekolah pun tak dapat vaksin lagi tahu. Orang tua yang ada penyakit pun masih menunggu giliran.,,,
Guru sekolah pun tak dapat vaksin lagi tahu. Orang tua yang ada penyakit pun masih menunggu giliran. https://t.co/Alb20A8Ctk,,,
@akqmie Kat sana dah makin okay. Kes dah nampak penurunan. Pemberian vaksin diorang cepat.,,,
@Petronas Guru sekolah pun tak dapat vaksin lagi tahu. Orang tua yang ada penyakit pun masih menunggu giliran.,,,
"Perbezaan harga vaksin mengikut jenis. 

AstraZeneca vaksin murah. Kerajaan Malaysia bagi vaksin murah kpd rakyat.

#KerajaanGagal #Vaksin #VaksinasiCovid19 #vaksinuntukkita #vaksindatanglagi https://t.co/SPV9kk8GrM",,,
"@VIVAcoid LAGU   ,  

CORONA  BUNUH  JUTAAN  ORANG

JANGAN MUDIK , Wajib Vaksin, Wajib Protokol Kesehatan 

https://t.co/dP2Doe3uYt",,,
"LAGU   ,  

CORONA  BUNUH  JUTAAN  ORANG

JANGAN MUDIK , Wajib Vaksin, Wajib Protokol Kesehatan 

https://t.co/dP2Doe3uYt https://t.co/6PQDjO2HHX",,,
"Jokowi: Rakyat Displin Prokes dan Pemerintah Upayakan Vaksin, Kita Ikhtiar Akhiri Covid: Pemerintah sendiri telah mendatangkan 1,389 juta dosis vaksin Covid-19 siap pakai AstraZeneca dari Covax Facility ke Indonesia, Sabtu 8 Mei 2021. Jokowi menyebut… https://t.co/VAJgKwTiXJ",,,
"India menghadapi kekurangan bekalan vaksin, selain kemudahan perubatan bagi pesakit Covid-19

https://t.co/d5yuaca7C2
#onenews #vaksin #varian https://t.co/kDPdCyq4iw",,,
Hiii ternyata iklan vaksin 5g bill gates freemason https://t.co/6JDyVKEkF4,,,
Yuk bisa yuk vaksin yuk,Percaya,,
@piyopikavet Dokter hewan ngapain minta jatah vaksin? Kan kucingnya dateng sendiri ke klinik 😂 aneh2 aja~,,,
"PENUGASAN DI PUSAT PEMBERIAN VAKSIN (PPV)

Tarikh : 08 Mei 2021
Tempat : Dewan Jubli Intan Kluang

#staysafe
#kitajagakita
#SetiaBerbakti

@KDNPUTRAJAYA @dhzhamzah @wandahlan @mynadma @relamalaysia @yahyakgc @SazaliZin @RELA_Johor @Hasni_Johor @msrz81 @normanosak https://t.co/T8KCkpZuwG",,,
"kenapa setiap mau vaksin tekanan darah selalu nyentuh angka 140, setakut itu buat disuntik😂😂",Tidak Percaya,,
"@fakuaman Jawapan saya sama diatas, persoalannya bukan kekurangan staf or staf diambil dari hospital lain sebagai juru khas dipusat vaksin. Planning, scheduling or inter-dept coordination. KKM ramai juga staf yg bukan dari hosp, kenapa tak tarik buat kerja support? Kan emergency status?",,,
"@meisdrjoe So, China siap buat marathon, berapa ratio pulak? Takde orang nak check ke dorang berjaya bebas sebab apa? Sebab SOP ke? Vaksin ke? Nak tahu jugak. China pun bosan nak layan benda ni. 🤨",,,
Vaksin terbaik adalah kasih sayang,,,
"@PNRasmiMY 

Mangkuk2 semua..

Mco 3.0 :

- bantuan mana?
- siapa akan bantu business yg tgh struggle nk survive?
- lagi byk rakyat mungkin hilang kerja
- berapa lama nk ban travel? 
- vaccine mana bodoh, mana pi vaksin , kasi accelerate la..

#KerajaaanGagal 

menteri BODOH..",,,
"glad that abah dengan ma tak terpengaruh dengan 'vaksin bahaya', i told them but aku yang kena marah cakap vaksin bahaya. semoga cepat giliran both of them dapat tarikh appt aamiin",,,
