Tweet,Nilai,,Percaya,,Tidak Percaya
USDCHF Bearish Adanya Antusias Pelonggaran Lockdown dan Penguatan Vaksin Covid 19 di Swiss https://t.co/Qa5ZaTA0CE,,,,,
"Kumat lagi nih mindset kerja wajib keluar rumah.
Yha situ kan udah dapet vaksin, sini boro-boro :(",,,,,
"@schfess pjj tapi dikasih tugas doang, soalnya gurunya mau vaksin?",,,,,
"AS, EU dan Afrika Selatan hentikan suntikan vaksin selepas kes darah beku.  https://t.co/OJjniITAPz",,,,,
"@CNNIndonesia Yg muncul di media cuma statement dr bpom, pembelaan dr tim vaksin nusantaranya manaa ?",,,,,
"Oke kita bahas satu-satu ya.
Pertama, vaksin kan disuntikkan ke dalam tubuh bukan di bagian yang terbuka. Vaksin juga bukan makanan dan minuman, jadi vaksin aman dilakukan selama puasa Ramadan https://t.co/sAvEB3z7co",Percaya,,,,
"* Polsek Liukang Tangaya Polres Pangkep On Tweet News *

"" Ayo vaksin, lawan Covid-19 dengan Vaksinasi "".

@divisihumaspolri #polripresisi #poldasulsel https://t.co/qVDU4MJ5q8",Percaya,,,,
@jswngchan ngk mau suntik silikon..suntik vaksin aja gw takut,Tidak Percaya,,,,
"Majelis Ulama Indonesia (MUI) sudah mengeluarkan fatwa bahwa vaksin Covid-19 tidak membatalkan puasa. 
Keputusan itu tertuang dalam Fatwa Nomor 13 Tahun 2021 tentang Hukum Vaksinasi Covid-19 saat Berpuasa. 
Jadi vaksin aman selama puasa https://t.co/iaqZeUJHbX",,,,,
Johnson &amp; Johnson: Terus Percaya Pada Profil Manfaat-Risiko Positif Dari Vaksin COVID-19 https://t.co/jQJvnCY7Dn #VirusCorona #EkonomiMakro #PenghindaranRisiko #SP500,,,,,
https://t.co/s0VQgrjDAq,,,,,
#DemiPerkuatEkonomiNKRI presiden jokowi menekankan D-8 harus membuka kerja sama pengembangan vaksin https://t.co/OVdXikoWZX,,,,,
@nuryantidewi78 aku belum da[at jadwal mbak tapi gak usah khawatir ya soalnay vaksin pas puasa gak bikin batal,,,,,
Alamaak djang...ruwet..ruweet...ruweeet banget. https://t.co/u4TIkEZsAX,,,,,
Vaksinasi justru malah memperkuat imun kita karena puasa berfungsi sebagai detoksifikasi. Hal ini membuat vaksin aman saat berpuasa dan fungsinya malah lebih bekerja efektif. https://t.co/7JmJzNh2vS,Percaya,,,,
"Hari Kamis 15 April 2021 personil polres palu Aiptu Sukri Saeni dan Aipda Zulkifly melaksanakan kegiatan Pengamanan  penjagaan Gudang Farmasi Tempat Penyimpanan Vaksin Covid-19 Palu jl Lentora Kelurahan Mamboro Barat Palu Utara,Giat di laksanakan guna Memutus Penyebaran Covid 19. https://t.co/AJe4YcpthB",,,,,
BPOM menyarankan agar tim riset vaksin Nusantara untuk Covid-19 tetap melakukan uji praklinis sebelum memulai uji klinis. Tim peneliti vaksin Nusantara mengklaim diaudit oleh lembaga lain selain BPOM. #korantempodigital #KoranTempo  https://t.co/KD47Ds76AO,,,,,
"@teeadnu aku belum dapat jadwanya nih, aman ya vaksin di bulan ramadan gak bikin puasa batal",,,,,
"Mungkin ada yg bertanya-tanya, selama bulan puasa Ramadan ini, vaksin boleh ga sih? 
Kan vaksin itu memasukkan cairan ke dalam tubuh, boleh ga sih? Batal ga ya puasanya kalau gitu?",,,,,
"Uji praklinik langsung dilakukan terhadap anggota dewan 😂😂😂

BPOM Sebut Tim Peneliti Vaksin Nusantara Tak Lakukan Uji Praklinik terhadap Hewan
Klik untuk baca: https://t.co/fWEo5nDhkz",,,,,
Woaaaa vaksin tudeiiiii. Terkedjoet karena tida dikasih tau sebelumnya,,,,,
"MUI Jawa Timur juga memastikan jika vaksinasi di bulan puasa ini tidak batalkan puasa.
Dengan begitu jelas kan, vaksin aman, dengan landasan yang jelas https://t.co/pszbc9Z2V4",Percaya,,,,
"Bapak @jokowi saya bingung ttg Vaksin covid. Apakah vaksin aman atau tdk? Kenapa setelah divaksin orang meninggal? Bukannya sebelum divaksin itu dicek terlebih dahulu oleh tenaga medis? Dan orang yg mau divaksin sdh bilang memiliki byk penyakit, knp tenaga medis tdk menolak?",Tidak Percaya,,,,
"Vaksinasi gratis untuk seluruh masyarakat Indonesia ini merupakan upaya pemerintah untuk mengatasi pandemi. Semua warga negara Indonesia akan mendapatkan vaksin secara bertahap. Jika kalian blm mendapatkan giliran, sabar saja dulu. Semua pasti dapat giliran kok",,,,,
BPOM konsisten menyatakan penelitian vaksin Nusantara tidak sesuai standar mulai dari produksinya yang tidak steril hingga peneliti tak berizin. #kumparanNEWS https://t.co/CtlC4mVG0V,Tidak Percaya,,,,
"Aneh..
Nyawanya pada ada berapa dah berani banget divaksin dengan barang yang tidak berizin BPOM.
Kosmetik aja bahaya kalo ga ada izin BPOM..ini vaksin loh https://t.co/RuK7IWHJ4D",Tidak Percaya,,,,
"@M4ngU5il Kalau ada vaksin kejujuran yg bikin sesak nafas pembohong, ugd2 di 62 pasti penuh sesak. Kelas vvip semua isinya. Covid lewaaaat",,,,,
"Ayo jangan takut dan ragu untuk di vaksin, Karena vaksin covid-19 itu aman dan halal. https://t.co/w90sk6caOC",Percaya,,,,
"Setelah melakukan vaksin, kita juga harus tetap menjalankan protokol kesehatan ya, jangan malah abai karena merasa sudah kebal. Gimana kalian sudah mendapatkan jadwal untuk vaksinasi? https://t.co/mmRiFBXBFj",,,,,
"Program Imunisasi Covid-19 Kebangsaan
Atlet Badminton Negara, Lee Zii Jia selesai menjalani Vaksin dose pertama selepas sembuh dari demam 

#KontinjenMALAYSIA
#DemiMALAYSIA https://t.co/neJgQMTlc9",,,,,
"@pemkotdepok @dinkeskotadepok pagi bpk/ibu, kapan lagi ada daftar vaksin utk KTP depok, tks",,,,,
"@BudiGSadikin @FandiPN pak, lansia di kota madiun dong.
sy posisi di bekasi, orgtua tdk bs daftar2 sendiri, makanya sy coba carikan info vaksin lansia di kota madiun, tapi susah bgt, sudah hub.i dinkes, katanya hub.i puskesmas, hub.i puskesmas blm ada infonya.",,,,,
"Efektivitas Pencampuran Vaksin Covid-19 dari Dua Brand Berbeda Kini Sedang Diteliti di Inggris https://t.co/wUO28Oqc2w 

#vaccine #COVID19 #inggris",,,,,
"Kalau vaksin gak membatalkan puasa, begitu juga dengan test swab jadi masyarakat gak perlu khwatir melakukan test https://t.co/AlpKD3TCD0",,,,,
"UGM mundur, lalu BPOM ungkap data penelitian tersimpan di AS, makin misterius saja nih vaksin. 👀 https://t.co/dWJzh83ztz",,,,,
"Vaksin sampai negara lain terus cucuk kat rakyat, sampai kat Malaysia, habis kena politikkan dulu",,,,,
"Kasusnya RDU-90 ini ceritanya mirip sama vaksin Nusantara gitu ya.

Kita butuh Vincenzo Cassano buat bakar pabrik inti vaksinnya.",,,,,
"@solachrst ke mranggen aja, bilang mas @arfiantoroadea nanti langsung di vaksin",,,,,
ini kenapa dah tiap hari gue dapet sms jadwal vaksin lansia,,,,,
"Buat kalian yang udah dapat jadwal vaksin, nggak usah ragu dan bimbang ya. Tenang aja, sudah ada fatwa dari MUI kalau vaksin tidak membatalkan puasa dan aman bagi tubuh. https://t.co/cghXymP0zX",,,,,
"Pagi semua..
Mau nanya nih, udah divaksin covid-19 kah? 
Atau sudah mendapat jadwal vaksin di bulan puasa ini?

Buat yang kebagian jadwal di bulan Ramadan, ngga usah khawatir. 
Saya bakal jabarin satu persatu alasan, kenapa vaksin aman walaupun sedang menjalankan puasa.",,,,,
"@drpriono1 @BPOM_RI Serba bingung sih, boleh kan kalau saya punya pikiran traveling ke mana mana, ex: vaksin lokal pride entar laku, lha vaksin impor nasibnya gimana??? Gak jadi dpt cuan donk importir vaksin...

Maaf canda ya kak.. 🤗",,,,,
Hari ini nyokap vaksin ke 2👏👏👏,Percaya,,,,
@musniumar Ada ga saat ini vaksin ato obat yg bisa menyembuhkan orang halu kaya @musniumar ini ??  Beneran nanya !! Kalo ada kasih tau biar bisa saya beli dan kirimkan ke dia ....,,,,,
Btw kalo puasa emg boleh vaksin yah?,,,,,
"Keutamaan vaksin COVID-19 akan diberikan buat pekerja industri perkilangan dan pembuatan di Pulau Pinang dan Selangor, kata Menteri Perdagangan Antarabangsa dan Industri (MITI), Dato’ Seri Azmin Ali

Boleh baca artikel penuh di
https://t.co/0UT78TKqAC

#COVID19 https://t.co/xxuzKOXFOT",,,,,
"Haduh minggu depan vaksin, agak serem ya🥲",Tidak Percaya,,,,
"Kalau memang lebih aman kenapa tidak . . 

.3.  
https://t.co/9ggOGYOhgi",,,,,
"Membuat vaksin palsu tanpa ijin edar, bisa dituntut 12 tahun penjara. @DivHumas_Polri ndak bisa nangkep Pak Terawan?

https://t.co/CR3gcErwJP",,,,,
"Meski BPOM belum mengeluarkan Persetujuan Pelaksanaan Uji Klinis fase II, namun DPR mendesak pengembangan vaksin Nusantara dilanjutkan. https://t.co/pcpuupoG8O",,,,,
"BPOM: Secara Etika, Vaksin Nusantara Harus Diuji Ke Hewan Sebelum Ke Manusia https://t.co/TexG5Mvvgt https://t.co/MfCzy4teHx",,,,,
"@ponxx2020papua Makin matang aja nih persiapan PON, sampe mikir vaksin ke masyarakat sekitar vanue, aku sih setuju",Percaya,,,,
Gini loh vaksinasi intrasmuscular ini gak membatalkan puasa soalnya gak lewat rongga badan yang terbuka &amp; gak dianggap sebagai makanan atau minuman jadi gak apa-apa vaksin di siang hari juga,,,,,
vaksin tu juga buat jadi bahan politik. bodo punya orang,Tidak Percaya,,,,
@fadlizon Hehehe vaksin yg malah bikin banyk org mati itu juga melawan populasi kan yah gmana mnurut bapak?,Tidak Percaya,,,,
jadi kalo ada yg takut puasanya batal karena vaksin.. kasih tahu aja fatwa no. 13 (2021)dari MUI kalo disuntik vaksin aman walaupun dalam keadaan berpuasa. https://t.co/enRD47gdMJ,Percaya,,,,
"@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI apapun itu vaksinnya,jujur atau bohongan tetap saja rakyat harus mau divaksin.terutama bagi mereka dibawah tekanan kantor yg wajib vaksin.bagaimana cara menolaknya?",Tidak Percaya,,,,
@KompasTV @BossTemlen Siapa yg bs menjamin semua vaksin??!!!!,Tidak Percaya,,,,
Vaksin Nusantara yang sekarang didukung DPR kok hampir sama ceritanya sama vaksin amoralnya Gundala ya. Cenayang nih pak @jokoanwar,,,,,
"Yih dah bagi can tapi sia-siakan just because of ""ada incharge yang ada penyakit kencing manis tak lepas vaksin."" Gerreyyynyooo kito",,,,,
"Selain di Surabaya, pemkot DKI Jakarta juga memastikan program vaksinasi Covid-19 di Jakarta tetap berjalan sesuai jadwal meskipun penerima vaksin sedang menjalankan ibadah puasa. 

Vaksin Aman menjadi hal penting ditengah banyak keraguan dari masyarakat https://t.co/0gObcFHvh0",Percaya,,,,
"Semangat pagi gaes, apa kabar kalian di hari ke 3 ramadhan ini? Semoga puasanya lancar ya gaes. Aamiin. Oh iya, btw adakah diantara kalian yang udah jadwal vaksin?",,,,,
@septian Mending vaksin mandiri dibuka untuk umum! Kami g mau jadi kelinci percobaan,,,,,
Selain adanya fatwa vaksin aman saat berpuasa (ga membatalkan puasa) ada fatwa test swab juga aman untuk yg berpuasa https://t.co/7z9g22BhZL,Percaya,,,,
"@nuryantidewi78 aku lagi nunggu jadwal nih mbaa, bbrp hari yg lalu udah didaftarin utk vaksin melalui kantor suami",,,,,
"@nrainiamrl94 Wah boleh flex la lepas vaksin, dah boleh rentas negeri lulz",,,,,
@eyek2912 Ya itu cm awal2 emg udah demam pasca vaksin,,,,,
"Dapat jadwal vaksin pas puasa Ramadan? nanti batal gak sih puasanya? Tenang aja gaes menurut fatwa MUI vaksin aman dan gak bikin puasa kalian jadi batal.

THREAD https://t.co/ga0IuMBfvX",Percaya,,,,
Penyelidik UPM cipta vaksin unggas hindar penyakit IBH. Selanjutnya &gt;&gt;&gt; https://t.co/exb1O52ZA6 https://t.co/ewLpSudHHR,,,,,
@bluezwell Baru skali katae om vaksin sinovac,,,,,
"@P3nj3l4j4h_id @jokowi ttg ""Kaidah saintifik"" bukan berarti vaksinnya @catatanterawan salah, mgk yg lain belum paham;
Thn 87 ktk sy release vaksin ND inaktif strain LaSota yg lentogenik diprotes krn kompetitor pakai yg mesogenik;
Sekarang?  Semuanya pakai lentogenik karena lebih aman;",,,,,
"SEKOLAH KU MASA GA MAU LIBUR C
pdhl gurunya lagi pada di vaksin masamaa tetep masuk dih",,,,,
@KompasTV Emang klian bisa mnjamin keamanan vaksin China?,Tidak Percaya,,,,
Bulan puasa ni cuba la elakkan berkata tidak benar. Menteri kkm tu kata siapa yang dah menderma lebih 50x layak dapat privilege untuk vaksin lebih awal. Bukannya suruh derma darah baru dapat vaksin. https://t.co/1ifTX40tD6,,,,,
karena vaksin bisa tidur 20 jam wkwkwkwk,,,,,
"Vaksin aman, vaksinasi bisa dilakukan, tentunya memperhatikan kondisi kesehatan. https://t.co/sSPXnBvX8u",Percaya,,,,
"Pagiii

Siapa yg puasaaaa? 

Puasa-puasa gini, boleh ga sih vaksin? 
Boleh ga sih swab test?
Batal ga ya puasanya?

Kita bahas yuk. 
Aman ga ya vaksin selagi Puasa Ramadan?

-Thread- https://t.co/TmVgdxRCZi",,,,,
"Tafsir Al Mahali 2/71 menjadi dasar vaksinasi tidak membatalkan puasa. Karena vaksin diinjeksi tidak masuk melewati lubang mulut, hidung atau dubur. 

Vaksin Aman di siang hari yaa teman-teman https://t.co/fAN5ZucukO",,,,,
"awal januari kmrn, di tengah rencana roll out vaksin, malah ada yg bikin kampanye antivaksin di twitter... asem. https://t.co/eNtnTqq4jD",,,,,
@meysone Udah vaksin 2x?,,,,,
@ezash Bg eza dah di vaksin belum?,,,,,
@MasVans Gak tahu. Vaksin bergerak sangat lambat Di jogja..,,,,,
AS telah memberikan 194.791.836 dosis vaksin covid-19 di negara itu per Rabu (14/4) pagi dan mendistribusikan 250.998.265 dosis.  https://t.co/nySBQbrczX,,,,,
"71% relawan vaksin Nusantara alami KTD, apa itu?

https://t.co/wyDf1Xm1Xa",,,,,
"Hal ini diperkuat dengan dikeluarkannya Fatwa Majelis Ulama Indonesia Nomor 13 tahun 2021 yang menyatakan bahwa Vaksinasi Covid 19 tidak merusak puasa umat Islam Indonesia.

Vaksin Aman Ibadah Nyaman. https://t.co/BBQGhHlB5v",Percaya,,,,
@hinatakireina Kmu baru vaksin beb?,,,,,
@CNNIndonesia Bau amis dah ni vaksin 😎,,,,,
"Ketahui bagaimana vaksin berfungsi dalam badan kita. 

#KomunikasiKita
#VaksinCovid19 
#JabatanPenerangan 
#PerlisMaju https://t.co/8OZpN2jHOu",,,,,
Bahagia itu ktk selesai mengantar ibuk (80) yg sudah merampungkan kewajibannya dua kali vaksin #COVID19,Percaya,,,,
"Ditanya sm org kantor udh vaksin apa belum, yaa maap maap nih gw alhamdulillah belum lansia jd yaa paham ya sampe sini, ewwwh ..",,,,,
"Kasus Pembekuan Darah, Penangguhan Vaksin Johnson &amp; Johnson Berlanjut https://t.co/DghADnKsBL",Tidak Percaya,,,,
"@KompasTV Vaksin itu uji klinis, bukan uji nasionalisme gebleeeek",,,,,
"@tifannyanggy Jaga kesehatan, efek sampingnya lumayan berat nih vaksin ke 2",,,,,
Akhirnya hari ini jadwal vaksin pertama,,,,,
Pemerintah daerah diminta juga ikut mensosialisasikan hal terkait Vaksin Aman ini. Terutama mengenai ibadah puasa. Sebagai contoh Pemkot Surabaya bersama MUI setempat saat ini gencar mengadakan sosialisasi mengenai kegiatan vaksinasi di Bulan Ramadhan https://t.co/SOKB2nNRbs,Percaya,,,,
#VaksinAmanDanHalal https://t.co/YnT2eWw9jA #VaksinasiNasional,,,,,
Vaksin kedua mantap bikin ngantuk,,,,,
"Meski belum mendapat izin dari BPOM, tim peneliti di RSPAD Gatot Soebroto, Jakarta, berkukuh meneruskan uji klinis fase kedua vaksin Nusantara. Sejumlah politikus dan mantan pejabat negara nekat menjadi relawan uji coba. #korantempodigital #KoranTempo https://t.co/Gv9EHAjcHs https://t.co/wcLzi5maXD",,,,,
@BudiGSadikin Ibuk saya usia 80 alhamdulillah sudah dua kali vaksin. Tidak ada kendala dan tambah sehat lahir batin,Percaya,,,,
"@liputan6dotcom kalo setengah"" mending gak usah buat vaksin buat beli nasi padang aja penambah imun👍😋🔨",Tidak Percaya,,,,
"Sekalipun vaksinasi siang hari, ngga masalah kok.
Kan kita udah tahu persis, vaksin aman, ibadah puasa engga batal. https://t.co/WIZUUCndyC",Percaya,,,,
@malakmalakmal Riset vaksin nusantara jd nya gimana ??,,,,,
"Pemprov DKI Sebut 3 Juta Warga Sudah Divaksin Covid-19

#Vaksin #Vaksinasi #DKIJakarta  https://t.co/llhfq9ml1p",,,,,
😆 Namanya aja ternyata.. https://t.co/zaPZxg6iUe,,,,,
(5/5) Sptnya politisasi vaksin sdh berhsl membuat kita kehilangan pegangan ... 😅,,,,,
"(3/5) Kmd ada vaknus. Uji praklinis di Ind pd hewan tdk dilak. Lsg uji pd manusia. BPOM tetap jlnkan pengawasan dg tujuan sama yaitu keamanan, tp dicela sbg menghambat. https://t.co/6uWcHmCTU0",,,,,
"(2/5) Ada vaksin merah putih yg jg sdg dikembangkan di bwh pengawasan BPOM. Uji klinis fase 1 direncanakan pertengahan thn ini dg target 5000 relawan. Kl smw berjln lancar dan protokol uji klinis dipatuhi, mk 2022, bisa dpt ijin BPOM. https://t.co/4LHEUS5XLW",,,,,
"(1/5) Uji sinovac unt fase 1 &amp; 2 sdh dilak di Tiongkok. Kita laks uji fase 3 dg 1600 rlwn pd Agt 2020. Hslnya, tk efikasi sktr 65%, di atas standard WHO 50%. BPOM sdh klrkan ijin. Tp kita ttp ragu, smp minta Pres divaksin duluan 😅 https://t.co/2gZ3oEi92w",Tidak Percaya,,,,
https://t.co/y12RFSMMoz,,,,,
"Macam mana keputusan dalam mesyuarat kabinet dibuat? Baki vaksin berapa, tak cukup berapa? Kalau tak cukup kenapa kita bantu orang luar dulu. Menteri siap bagi jaminan kata tak jejas peruntukan kita. And now what is this? Punyalah rakyat dok tunggu giliran sampai🤦🏻‍♂️ https://t.co/iWOW6EofGQ",,,,,
"Selamat pagi.

Dan gw dibangunin Pak Tulang lagi.

Sialan.

Gw masih males dan ngantuk, tahu.

Tapi sayangnya bener sih, gw kan harus ngunci pintu karena hari ini Insya Allah mama berangkat vaksin tahap dua dan gw harus nyuci baju.

Mixed emotions.

Terima kasih, Sihaya. https://t.co/wwxMwZDU78",,,,,
"Jika kalian ragu mengenai vaksinasi membatalkan puasa atau tidak. Majelis Ulama Indonesia telah mengeluarkan fatwa bahwa Vaksin Aman dan tidak membatalkan puasa.

Semoga ini menjadi jawaban atas keraaguan teman-teman yang akan divaksin di Bulan Ramadhan https://t.co/VQSY0REkUN",,,,,
@yunartowijaya https://t.co/hIDLz200uS,,,,,
"@meysone Habis vaksin harus jaga kesehatan dan ga boleh capek,. Soalnya kayak imunisasi  jadi sblm antibodi kebentuk pasti demam",,,,,
@MrsRachelIn Yg menjadi tanda tanya adalah pernyataan BPOM yang mengatakan jurnal fase 1 yg mereka terima berbeda dari jurnal resmi yg dikirim oleh pihak vaksin nusantara dr. Terawan di missing link inilah permainan itu mulai dirancang bangun krn keabsahannya penelitian tergantung pada jurnal,,,,,
Seminggu ini jagain bodi suami yg senin nanti vaksin kedua. Biar pas vaksin ttp sehat sehat sehat. Aaminn,,,,,
@solachrst Hahahahha remah remah eggroll kek kita nanti dapet trakhir kalo yg tadi disebutkan sudah vaksin smwa,,,,,
"Fatwa MUI ya, yang menyatakan vaksinasi ngga batalkan puasa.
Jadi, vaksin aman, yuk jangan ragu. https://t.co/tIKjD4XgkL",,,,,
"@kompascom Gara2 ini juga vaksinasi Indonesia terhambat karena distribusi vaksinnya dialihkan kesana, dianggap lebih memerlukan. Lonjakan penderita drastis di India. Karena euphoria India sempat turun drastis penderitanya. Jadilah Indonesia harus bisa segera tuntaskan vaksin Nusantara",,,,,
"Siap"" vaksin ke 2",,,,,
"@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI Pak terawan pun bilang bahwa ini ada kerjasama dg asing (US) .... Dia bilang, Indonesia pertama kali lakukan metode denditrik untuk vaksin.... Biarkan sj pejabat dan mantan pejabat bersedia jd relawan uji klinis fase 2 ini ..... Siapa tahu sukses. Gak perlu nyiyir osang asing lg.",,,,,
@KompasTV Ini vaksin apa esemka?,,,,,
@viaalvia Untuk remah remah eggroll seperti aku ini kapan dapat bagian vaksin?,,,,,
Adisma vaksin:... https://t.co/YBekRviLuM https://t.co/5kwFLtgy2J,,,,,
"selain warga, para atlet dan ofisial dari masing-masing provinsi maupun panitia pelaksana PON di Papua juga wajib mendapat vaksin sebelum terlibat di dalam kegiatan pertandingan PON XX Papua. #OptimisPemekaranPapua Otsus Bawa kemajuan https://t.co/Gl1TmN1DUN",,,,,
Alhamdulillah sdh vaksin kedua,,,,,
@Vaksin_Vuritust @q8een_ @Kulhugeni8 @GKampang @Wedhus999 🤣🤣🤣,,,,,
"Buat semuanya yang dapat giliran vaksinasi di Bulan Ramadhan pastikan badan sehat dan bugar yaa. Vaksin Aman saat berpuasa.

Sebelum vaksin harus istirahat yang cukup dan makan sahur dengan makanan bergizi.

Pastikan kalian ikut vaksinasi yaa kawan https://t.co/i7WPFXXTKq",,,,,
@honeynisa Kakaka semalam dgr berita negara kaya kepung vaksin so entah lah bila la kita nak dapat,,,,,
"Tetapi kemarin adikku yang sudah di vaksin smp 2 kali karena sedang tugas sama sekali tidak ada efek samping, jadi vaksin aman - aman aja",Percaya,,,,
"Kepastian vaksin aman ini, untuk menghilangkan keraguan masyarakat.
Dengan vaksinasi yang semakin merata, kita berharap herd immunity lekas tercapai.
Pastinya semua pengin kondisi normal kembali",Percaya,,,,
@CNNIndonesia Saya akan mendaftar jadi relawan untuk vaksin Nusantara.,,,,,
https://t.co/rwix21vDNa ada kudeta vaksin?,,,,,
@wawawafiyyah owhhh ok dah paham. so bila malaysia nak habis distribute vaksin ni! tiber marah. haha,,,,,
